2	1	1024	1.195328	2.666847e-06
1	1	1024	2.426750	2.666847e-06
4	1	1024	0.620065	2.666847e-06
6	1	1024	0.400048	2.666847e-06
8	1	1024	0.332095	2.666847e-06
10	1	1024	0.253102	2.666847e-06
12	1	1024	0.252883	2.666847e-06
2	1	2048	5.327711	6.667092e-07
1	1	2048	10.536888	6.667092e-07
4	1	2048	2.665452	6.667092e-07
6	1	2048	1.753223	6.667092e-07
8	1	2048	1.369763	6.667092e-07
10	1	2048	1.077311	6.667092e-07
14	1	1024	0.227135	2.666847e-06
16	1	1024	0.202693	2.666847e-06
18	1	1024	0.184844	2.666847e-06
20	1	1024	0.176897	2.666847e-06
22	1	1024	0.164700	2.666847e-06
24	1	1024	0.167891	2.666847e-06
30	1	1024	0.137166	2.666847e-06
12	1	2048	0.903851	6.667092e-07
27	1	1024	0.158503	2.666847e-06
33	1	1024	0.123200	2.666847e-06
14	1	2048	0.913559	6.667092e-07
36	1	1024	3.084883	2.666847e-06
16	1	2048	0.811977	6.667092e-07
20	1	2048	0.672753	6.667092e-07
22	1	2048	0.655576	6.667092e-07
24	1	2048	0.604660	6.667092e-07
27	1	2048	0.548140	6.667092e-07
33	1	2048	0.651164	6.667092e-07
30	1	2048	3.448628	6.667092e-07
36	1	2048	3.300040	6.667092e-07
12	1	4096	3.999104	1.666619e-07
10	1	4096	4.779019	1.666619e-07
8	1	4096	5.953279	1.666619e-07
14	1	4096	3.987933	1.666619e-07
18	1	4096	3.209198	1.666619e-07
20	1	4096	2.965003	1.666619e-07
16	1	4096	3.590090	1.666619e-07
22	1	4096	2.787210	1.666619e-07
6	1	4096	7.914107	1.666619e-07
24	1	4096	2.581431	1.666619e-07
30	1	4096	2.178801	1.666619e-07
27	1	4096	2.417863	1.666619e-07
4	1	4096	11.871858	1.666619e-07
33	1	4096	2.071592	1.666619e-07
36	1	4096	2.321709	1.666619e-07
2	1	4096	24.087593	1.666619e-07
1	1	4096	47.702577	1.666619e-07
18	1	2048	0.797147	6.667092e-07
