1	1	1024	2.312376	2.666847e-06
2	1	1024	1.231812	2.666847e-06
3	1	1024	0.833019	2.666847e-06
1	2	1024	1.203057	2.666847e-06
2	2	1024	0.653722	2.666847e-06
3	2	1024	0.470931	2.666847e-06
1	3	1024	0.795404	2.666847e-06
2	3	1024	0.489210	2.666847e-06
3	3	1024	0.350607	2.666847e-06
1	4	1024	0.602109	2.666847e-06
3	4	1024	0.251782	2.666847e-06
2	4	1024	0.393119	2.666847e-06
1	5	1024	0.487712	2.666847e-06
2	5	1024	0.301604	2.666847e-06
3	5	1024	0.237399	2.666847e-06
1	6	1024	0.466224	2.666847e-06
2	6	1024	0.260189	2.666847e-06
1	7	1024	0.356245	2.666847e-06
3	6	1024	0.185097	2.666847e-06
2	7	1024	0.280924	2.666847e-06
1	8	1024	0.339757	2.666847e-06
3	7	1024	0.226692	2.666847e-06
2	8	1024	0.256767	2.666847e-06
1	9	1024	0.283073	2.666847e-06
3	8	1024	0.155047	2.666847e-06
2	9	1024	0.208821	2.666847e-06
1	10	1024	0.264392	2.666847e-06
3	9	1024	0.142708	2.666847e-06
2	10	1024	0.243851	2.666847e-06
1	11	1024	0.241289	2.666847e-06
3	10	1024	0.177108	2.666847e-06
2	11	1024	0.182328	2.666847e-06
1	12	1024	0.240225	2.666847e-06
3	11	1024	0.156457	2.666847e-06
2	12	1024	0.193295	2.666847e-06
3	12	1024	0.179008	2.666847e-06
3	2	2048	1.941404	6.667092e-07
2	2	2048	2.865192	6.667092e-07
2	3	2048	2.035464	6.667092e-07
3	1	2048	3.671377	6.667092e-07
1	3	2048	3.463396	6.667092e-07
1	4	2048	2.697421	6.667092e-07
1	2	2048	5.160601	6.667092e-07
2	1	2048	5.447099	6.667092e-07
3	3	2048	1.380924	6.667092e-07
2	4	2048	1.642598	6.667092e-07
3	4	2048	1.144615	6.667092e-07
1	1	2048	10.112038	6.667092e-07
2	5	2048	1.288321	6.667092e-07
3	5	2048	0.895311	6.667092e-07
1	5	2048	2.115974	6.667092e-07
1	6	2048	1.781040	6.667092e-07
2	6	2048	1.175324	6.667092e-07
3	6	2048	0.827370	6.667092e-07
1	7	2048	1.543106	6.667092e-07
2	7	2048	0.988093	6.667092e-07
3	7	2048	0.750271	6.667092e-07
1	8	2048	1.431343	6.667092e-07
2	8	2048	0.958943	6.667092e-07
3	8	2048	0.719203	6.667092e-07
1	9	2048	1.225487	6.667092e-07
2	9	2048	0.825291	6.667092e-07
3	9	2048	0.590990	6.667092e-07
1	10	2048	1.110358	6.667092e-07
2	10	2048	0.814505	6.667092e-07
3	10	2048	0.632277	6.667092e-07
1	11	2048	1.041633	6.667092e-07
2	11	2048	0.734981	6.667092e-07
3	11	2048	0.573740	6.667092e-07
1	12	2048	1.011212	6.667092e-07
2	12	2048	0.781462	6.667092e-07
3	12	2048	0.637570	6.667092e-07
3	3	4096	5.998409	1.666619e-07
3	4	4096	4.807191	1.666619e-07
2	4	4096	6.944643	1.666619e-07
3	2	4096	8.584746	1.666619e-07
2	3	4096	8.819619	1.666619e-07
2	2	4096	12.759459	1.666619e-07
1	3	4096	15.479796	1.666619e-07
1	4	4096	11.741036	1.666619e-07
3	1	4096	16.073306	1.666619e-07
2	5	4096	5.736956	1.666619e-07
3	5	4096	3.903932	1.666619e-07
2	6	4096	5.044941	1.666619e-07
1	5	4096	9.410062	1.666619e-07
1	2	4096	22.895895	1.666619e-07
3	6	4096	3.336168	1.666619e-07
3	7	4096	2.960566	1.666619e-07
1	8	4096	6.076154	1.666619e-07
1	7	4096	6.940502	1.666619e-07
1	6	4096	7.964888	1.666619e-07
2	7	4096	4.269375	1.666619e-07
2	1	4096	24.244922	1.666619e-07
3	8	4096	2.834522	1.666619e-07
2	8	4096	3.882199	1.666619e-07
1	9	4096	5.452708	1.666619e-07
2	9	4096	3.541122	1.666619e-07
3	9	4096	2.605507	1.666619e-07
3	10	4096	2.332543	1.666619e-07
2	10	4096	3.286532	1.666619e-07
3	11	4096	2.255684	1.666619e-07
2	11	4096	3.070317	1.666619e-07
1	10	4096	4.958626	1.666619e-07
1	11	4096	4.483430	1.666619e-07
3	12	4096	2.158308	1.666619e-07
2	12	4096	3.023731	1.666619e-07
1	12	4096	4.169946	1.666619e-07
1	1	4096	45.243850	1.666619e-07
