6	2	64	0.005232	6.829684e-04
1	2	64	0.003596	6.829684e-04
3	2	64	0.006020	6.829684e-04
1	2	128	0.015655	1.706940e-04
6	2	128	0.024523	1.706940e-04
3	2	128	0.017998	1.706940e-04
1	2	256	0.063364	4.267049e-05
6	2	256	0.035937	4.267049e-05
3	2	256	0.026195	4.267049e-05
1	2	512	0.272836	1.066744e-05
6	2	512	0.277004	1.066744e-05
3	2	512	0.095245	1.066744e-05
3	2	1024	0.408788	2.666847e-06
6	2	1024	0.231801	2.666847e-06
1	2	1024	1.234899	2.666847e-06
6	2	2048	0.911568	6.667092e-07
3	2	2048	1.786687	6.667092e-07
1	2	2048	5.391657	6.667092e-07
6	2	4096	4.078427	1.666619e-07
3	2	4096	8.072276	1.666619e-07
1	2	4096	24.751269	1.666619e-07
