12	1	16384	72.696508	8.887468e-09
6	2	16384	74.972625	8.887468e-09
4	3	16384	76.362927	8.887468e-09
1	12	16384	75.269801	8.887468e-09
3	4	16384	77.045026	8.887468e-09
2	6	16384	83.333441	8.887468e-09
12	1	16384	72.633870	8.887468e-09
6	2	16384	73.943094	8.887468e-09
4	3	16384	75.399781	8.887468e-09
3	4	16384	77.135205	8.887468e-09
1	12	16384	76.094732	8.887468e-09
2	6	16384	81.300497	8.887468e-09
12	1	16384	72.717427	8.887468e-09
6	2	16384	73.704986	8.887468e-09
4	3	16384	78.706700	8.887468e-09
3	4	16384	76.917450	8.887468e-09
1	12	16384	75.784995	8.887468e-09
2	6	16384	82.231957	8.887468e-09
12	1	16384	72.657281	8.887468e-09
6	2	16384	73.866021	8.887468e-09
4	3	16384	75.527353	8.887468e-09
3	4	16384	77.388630	8.887468e-09
1	12	16384	75.818470	8.887468e-09
2	6	16384	78.756495	8.887468e-09
12	1	16384	72.684682	8.887468e-09
6	2	16384	74.392219	8.887468e-09
4	3	16384	77.552215	8.887468e-09
3	4	16384	78.994124	8.887468e-09
2	6	16384	80.314973	8.887468e-09
1	12	16384	75.366563	8.887468e-09
12	1	16384	74.138947	8.887468e-09
6	2	16384	74.042884	8.887468e-09
4	3	16384	76.233076	8.887468e-09
3	4	16384	79.476243	8.887468e-09
1	12	16384	77.406915	8.887468e-09
2	6	16384	84.088863	8.887468e-09
12	1	16384	73.414249	8.887468e-09
6	2	16384	73.956868	8.887468e-09
4	3	16384	76.151772	8.887468e-09
3	4	16384	79.409886	8.887468e-09
1	12	16384	75.819102	8.887468e-09
2	6	16384	81.016793	8.887468e-09
12	1	16384	72.514815	8.887468e-09
6	2	16384	75.552959	8.887468e-09
4	3	16384	77.366597	8.887468e-09
3	4	16384	78.842226	8.887468e-09
1	12	16384	75.675444	8.887468e-09
2	6	16384	79.552408	8.887468e-09
12	1	16384	72.628198	8.887468e-09
6	2	16384	74.456175	8.887468e-09
3	4	16384	76.848627	8.887468e-09
4	3	16384	78.074248	8.887468e-09
1	12	16384	75.010096	8.887468e-09
2	6	16384	83.151504	8.887468e-09
12	1	16384	72.596514	8.887468e-09
6	2	16384	73.779129	8.887468e-09
4	3	16384	75.390763	8.887468e-09
3	4	16384	76.994631	8.887468e-09
1	12	16384	76.929027	8.887468e-09
2	6	16384	80.818918	8.887468e-09
