2	2	1024	0.606881	2.666847e-06
1	2	1024	1.175967	2.666847e-06
4	2	1024	0.338281	2.666847e-06
6	2	1024	0.215962	2.666847e-06
8	2	1024	0.187244	2.666847e-06
10	2	1024	0.190208	2.666847e-06
12	2	1024	0.140478	2.666847e-06
18	2	1024	0.101518	2.666847e-06
15	2	1024	0.160995	2.666847e-06
1	2	2048	5.200821	6.667092e-07
4	2	2048	1.402089	6.667092e-07
6	2	2048	0.938762	6.667092e-07
2	2	2048	2.745142	6.667092e-07
10	2	2048	0.685127	6.667092e-07
8	2	2048	0.872736	6.667092e-07
12	2	2048	0.595487	6.667092e-07
15	2	2048	0.491680	6.667092e-07
18	2	2048	0.492001	6.667092e-07
8	2	4096	3.608150	1.666619e-07
10	2	4096	3.019525	1.666619e-07
6	2	4096	4.029881	1.666619e-07
4	2	4096	5.884257	1.666619e-07
12	2	4096	2.796316	1.666619e-07
18	2	4096	1.915722	1.666619e-07
15	2	4096	2.268455	1.666619e-07
2	2	4096	11.906271	1.666619e-07
1	2	4096	23.115306	1.666619e-07
